"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C17998","Unknown","Has Synonym","HCU","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PGAD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COMP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","EMS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HISVAR","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HRTTYPE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MSP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","OSS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HSVR","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","GCCMP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","BL","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","BAS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MMRMUT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","APT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","WHONTEG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","LNIS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","NNRD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AAPS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","VS","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","IMAGER","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","DT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","LIP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","FIGOS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ACS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","BT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COGRRG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ITT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HBCTYPE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AEXP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TRG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","LABTEST","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PR","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TSE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PFCS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","DNT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TCOO","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TAT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PB","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AH","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TIT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HAARTI","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","APTYPE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TISSUETYPE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","LEPF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HYST","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","VHS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","IRSS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COGNRG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","SM","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CPC","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","GENE2","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ANTIGEN","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ELNRISK","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","LATERAL","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","EXD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","EMG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","IM","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ACT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","DPC","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PGO","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","NODULE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","INRGS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CMP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","DISPDEG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","IDS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ETSE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TOT","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CTP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","IRSG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","METDS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TO","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ECDD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ASSE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","SRB","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","OSI","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RG","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","HIVRF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CMD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PM","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RFT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","SF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","WHOCNSG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","APN","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","SLP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ZYGOSITY","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AACS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CODS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PLNP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MF","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AI","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ETH","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","INPCHG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","VS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TR","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CSHS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TAS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","METAPLASIA","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","KPS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TGE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RACE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","INPCG","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RCSE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","VIP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CHROMOSOME","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","WTHS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TCK","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","GEN","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PLOIDY","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","CCRAD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TTYPE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ECOGPS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","BMMC","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","NNTD","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","EMTS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RE","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","PT","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COALEXP","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","MAM","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AABS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TEI","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","EMM","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","COGLS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","RCH","unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","AAEI","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","ISSS","Unknown","PT","GDC","N/A"
"C17998","Unknown","Has Synonym","TE","Unknown","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","OSS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TGE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ST","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","METDS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","NODULE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CTP","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PFCS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TR","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LKDS","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HYST","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","INPCHG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","EMM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ACS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","NNTD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HRTTYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","APT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PLNP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HISVAR","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RCH","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AEXP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TEI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IRSG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LATERAL","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BMMC","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CHROMOSOME","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HSVR","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","OSI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TRG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ECOGPS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COGRS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VHS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CMD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MKI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BLCV","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CSHS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VS","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TISSUETYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","KPS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COGRRG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TTYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MMRMUT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MAM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PGAD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","WHOCNSG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PGO","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TAS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DTT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","SRB","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AACS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VIT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GEJI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","EMTS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ANTIGEN","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BL","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DISPDEG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","METAPLASIA","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AH","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","NTGSNPM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PRT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MORPH","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","SLP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TOO","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GCCMP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DR","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HIVRF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TREATF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RPD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IFS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","METD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VART","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","INPCG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AABS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COMP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ITT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","WTHS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GEN","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DISPTYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LIP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RACE","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","APM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HPVPT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","EMG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PLOIDY","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HAARTI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BEGCP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TCOO","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PR","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AAEI","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","EMS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GENE2","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COGLS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TSS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LEPF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ECDD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CAN","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LABTEST","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ISSS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CCRAD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TOT","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","WHONTEG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RFT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ACM","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ALT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IDS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TO","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","BAS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MF","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ECMP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TIT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ASSE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PM","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","REFLUXTT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COMORBID","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","INRGS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IRSS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GENE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","FSPD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HCU","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PROPRE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ETH","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","NNRD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CPC","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","RT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","AAPS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CODS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","INSSS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PRAS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","LNIS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","VIP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","TAT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","APTYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","HBCTYPE","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","GGG","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MARGINSTAT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DNT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PIP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MMC","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PRESMET","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","CMP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","PR","not reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","MSP","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","APS","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ZYGOSITY","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ELNRISK","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","IMAGER","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","COD","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","ACT","Not Reported","PT","GDC","N/A"
"C43234","Not Reported","Has Synonym","DPC","Not Reported","PT","GDC","N/A"
